,Location,count,mean,std,min,25%,50%,75%,max,address
235,12TH AVE ALDER ST KINCAI,809.0,3.11495673671,7.99863145964,0.0,0.0,0.0,0.0,30.0,12TH & ALDER
236,12TH AVE CHARNELTON ST L,80.0,1.725,6.27426933564,0.0,0.0,0.0,0.0,30.0,12TH & CHARNELTON
237,12TH AVE CHARNELTON ST O,62.0,2.90322580645,7.73899997229,0.0,0.0,0.0,0.0,24.0,12TH & CHARNELTON
238,12TH AVE CHARNELTON TO O,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,12TH AVE CHARNELTON TO O
239,12TH AVE FERRY ST MILL S,70.0,2.14285714286,7.07984629794,0.0,0.0,0.0,0.0,30.0,12TH & FERRY
240,12TH AVE FERRY ST PATTER,84.0,4.71428571429,9.77157351102,0.0,0.0,0.0,0.0,30.0,12TH & FERRY
241,12TH AVE HIGH ST MILL ST,52.0,5.19230769231,10.3602529713,0.0,0.0,0.0,0.0,30.0,12TH & HIGH
242,12TH AVE HIGH ST PEARL S,130.0,2.86153846154,7.73570584379,0.0,0.0,0.0,0.0,24.0,12TH & HIGH
243,12TH AVE JEFFERSON ST WA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH & JEFFERSON
244,12TH AVE KINCAID ST ALDE,667.0,3.20539730135,8.09319409413,0.0,0.0,0.0,0.0,30.0,12TH & KINCAID
245,12TH AVE KINCAID TO ALDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH AVE KINCAID TO ALDER
246,12TH AVE LAWRENCE ST CHA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH & LAWRENCE
247,12TH AVE LAWRENCE ST LIN,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12TH & LAWRENCE
248,12TH AVE LINCOLN ST CHAR,86.0,2.09302325581,6.68559101523,0.0,0.0,0.0,0.0,24.0,12TH & LINCOLN
249,12TH AVE LINCOLN ST LAWR,41.0,4.24390243902,9.50994344832,0.0,0.0,0.0,0.0,30.0,12TH & LINCOLN
250,12TH AVE MILL ST FERRY S,77.0,3.35064935065,8.17210633443,0.0,0.0,0.0,0.0,30.0,12TH & MILL
251,12TH AVE MILL ST HIGH ST,56.0,4.39285714286,9.53782626546,0.0,0.0,0.0,0.0,30.0,12TH & MILL
252,12TH AVE MILL ST PATTERS,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,12TH & MILL
253,12TH AVE MOSS ST FERRY S,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH & MOSS
254,12TH AVE OAK ST PEARL ST,41.0,5.56097560976,10.0748418858,0.0,0.0,0.0,0.0,24.0,12TH & OAK
255,12TH AVE OAK ST WILLAMET,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH & OAK
256,12TH AVE OLIVE ST CHARNE,41.0,6.43902439024,10.765799507,0.0,0.0,0.0,24.0,24.0,12TH & OLIVE
257,12TH AVE PATTERSON ST FE,60.0,1.8,6.18034061921,0.0,0.0,0.0,0.0,24.0,12TH & PATTERSON
258,12TH AVE PEARL ST HIGH S,96.0,2.25,7.03225650691,0.0,0.0,0.0,0.0,24.0,12TH & PEARL
259,12TH AVE PEARL ST MILL S,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,12TH & PEARL
260,12TH AVE PEARL ST OAK ST,43.0,3.3488372093,8.41451048552,0.0,0.0,0.0,0.0,24.0,12TH & PEARL
261,12TH AVE POLK TYLER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH AVE POLK TYLER
262,12TH AVE WASHINGTON ST L,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12TH & WASHINGTON
263,12TH AVE WILLAMETTE OAK,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12TH AVE WILLAMETTE OAK
264,12TH AVE- FERRY ST AND MILL ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH & FERRY
265,12TH AVE/ NORTHSIDE MILL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH AVE/ NORTHSIDE MILL
266,12TH FERRY TO PATTERSON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,12TH FERRY TO PATTERSON
267,1300 BLK ALDER,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1300 BLK ALDER
268,1300 BLOCK E. 18TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1300 BLOCK E. 18TH
269,1300 BLOCK EAST 10TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1300 BLOCK EAST 10TH
270,1300 BLOCKCROSS ST,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1300 BLOCKCROSS ST
271,1300 BLOCKINTERIOR ST,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1300 BLOCKINTERIOR ST
272,1300 BLOCKJACOBS DR,1.0,80.0,,80.0,80.0,80.0,80.0,80.0,1300 BLOCKJACOBS DR
273,1300 BLOCKWASHINGTON ALL,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,1300 BLOCKWASHINGTON ALL
274,1305CORUM,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,1305CORUM
275,1305QUAKER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1305QUAKER
276,1306 E 18TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1306 E 18TH AVE
277,1306 EAST 18TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306 EAST 18TH
278,1306 EAST 18TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1306 EAST 18TH AVE
279,1306 EAST 18TH AVENUE,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306 EAST 18TH AVENUE
280,1308JEFFERSON ST,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1308JEFFERSON ST
281,1310 GOODPASTURE ISLAND,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1310 GOODPASTURE ISLAND
282,1316 ALDER,182.0,9.67032967033,25.4658497119,0.0,0.0,0.0,0.0,80.0,1316 ALDER
283,1316 ALDER (7-11 STORE),1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1316 ALDER (7-11 STORE)
284,1316 ALDER 7 - 11 STORE,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316 ALDER 7 - 11 STORE
285,1316 ALDER 7 -11 STORE,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316 ALDER 7 -11 STORE
286,1316 ALDER 7-11 STORE,31.0,12.9032258065,29.9102600442,0.0,0.0,0.0,0.0,80.0,1316 ALDER 7-11 STORE
287,1316 ALDER KINCAID ST AL,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0,1316 ALDER KINCAID ST AL
288,1316 ALDER ST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316 ALDER ST
289,1324WASHINGTON ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1324WASHINGTON ST
290,1325 GOODPASTURE ISLAND ROAD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1325 GOODPASTURE ISLAND ROAD
291,1325JEFFERSON ST,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,1325JEFFERSON ST
292,1333 OAK PATCH RD,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1333 OAK PATCH RD
293,135 E 19TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,135 E 19TH
294,135 EAST 19TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135 EAST 19TH
295,1352 JEFFERSON,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1352 JEFFERSON
296,1355 17TH AVE W,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1355 17TH AVE W
297,1355AGATE ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1355AGATE ST
298,135CORLISS LN,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,135CORLISS LN
299,1360 EAST 20TH,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,1360 EAST 20TH
300,1360ALDER ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1360ALDER ST
301,1364 E 18TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1364 E 18TH
302,1364 E 18TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1364 E 18TH AVE
303,1364 E. 18TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1364 E. 18TH AVE
304,1364 EAST 18TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1364 EAST 18TH AVE
305,1364 EAST 18TH AVENUE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1364 EAST 18TH AVENUE
306,1365FERRY ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1365FERRY ST
307,1366LAWRENCE ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1366LAWRENCE ST
308,1367 HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1367 HIGH
309,1374 E. 23RD AVE,1.0,80.0,,80.0,80.0,80.0,80.0,80.0,1374 E. 23RD AVE
310,1389 FERRY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1389 FERRY
311,1394 FERRY STREET,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1394 FERRY STREET
312,1395CROSS,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1395CROSS
313,13HT  - ALDER TO KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13HT  - ALDER TO KINCAID
314,13TH & FERRY (NW),1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & FERRY (NW)
315,13TH & GARFIELD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & GARFIELD
316,13TH - AGATE TO COLUMBIA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH - AGATE TO COLUMBIA
317,13TH - AGATE TO MOSS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH - AGATE TO MOSS
318,13TH - ALDER AND KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH - ALDER AND KINCAID
319,13TH - ALDER TO KIN CAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH - ALDER TO KIN CAID
320,13TH - ALDER TO KINCAID,15.0,1.6,6.19677335393,0.0,0.0,0.0,0.0,24.0,13TH - ALDER TO KINCAID
321,13TH - HILYARD TO ALDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH - HILYARD TO ALDER
322,13TH - KINCAID TO ALDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH - KINCAID TO ALDER
323,13TH - MOSS TO AGATE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH - MOSS TO AGATE
324,13TH - OAK TO PEARL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH - OAK TO PEARL
325,13TH - PATTERSON TO HILYARD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH - PATTERSON TO HILYARD
326,13TH - PEARL TO HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH - PEARL TO HIGH
327,13TH ALDER TO KINCADE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH ALDER TO KINCADE
328,13TH ALDER TO KINCAID,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH ALDER TO KINCAID
329,13TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH AVE
330,13TH AVE  ALDER TO KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH AVE  ALDER TO KINCAID
331,13TH AVE - AGATE TO COLUM.,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH AVE - AGATE TO COLUM.
332,13TH AVE - ALDER TO KINCAID,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH AVE - ALDER TO KINCAID
333,13TH AVE - MOSS TO AGATE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH AVE - MOSS TO AGATE
334,13TH AVE 15TH AVE 14TH A,3.0,8.0,13.8564064606,0.0,0.0,0.0,12.0,24.0,13TH & 15TH
335,13TH AVE 564,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH AVE 564
336,13TH AVE ADAMS ST HILYAR,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH & ADAMS
337,13TH AVE AGATE ST COLUMB,63.0,8.31746031746,48.1090245028,0.0,0.0,0.0,0.0,380.0,13TH & AGATE
338,13TH AVE AGATE ST MOSS S,686.0,3.13119533528,7.9187657023,0.0,0.0,0.0,0.0,24.0,13TH & AGATE
339,13TH AVE AGATE TO MOSS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH AVE AGATE TO MOSS
340,13TH AVE ALDER ST HILYAR,497.0,3.53722334004,8.49496546446,0.0,0.0,0.0,0.0,30.0,13TH & ALDER
341,13TH AVE ALDER ST KINCAI,30.0,2.4,7.3230858391,0.0,0.0,0.0,0.0,24.0,13TH & ALDER
342,13TH AVE ALDER ST PATTER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & ALDER
343,13TH AVE ALDER TO HILYARD,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,13TH AVE ALDER TO HILYARD
344,13TH AVE ALDER-KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH AVE ALDER-KINCAID
345,13TH AVE CHARNELTON ST L,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & CHARNELTON
346,13TH AVE CHARNELTON ST O,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & CHARNELTON
347,13TH AVE COLUMBIA ST AGA,447.0,2.9932885906,7.90285466187,0.0,0.0,0.0,0.0,30.0,13TH & COLUMBIA
348,13TH AVE COLUMBIA ST MOS,22.0,1.09090909091,5.11681719253,0.0,0.0,0.0,0.0,24.0,13TH & COLUMBIA
349,13TH AVE END MOSS ST,16.0,4.5,9.67470929796,0.0,0.0,0.0,0.0,24.0,13TH & MOSS
350,13TH AVE END MQS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH AVE END MQS
351,13TH AVE FERRY ST MILL S,29.0,4.34482758621,9.74047469534,0.0,0.0,0.0,0.0,30.0,13TH & FERRY
352,13TH AVE HIGH ST MILL ST,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0,13TH & HIGH
353,13TH AVE HIGH ST PEARL S,39.0,1.84615384615,5.86487520188,0.0,0.0,0.0,0.0,24.0,13TH & HIGH
354,13TH AVE HILYARD ST ALDE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & HILYARD
355,13TH AVE HILYARD ST PATT,173.0,3.19075144509,8.32434968558,0.0,0.0,0.0,0.0,30.0,13TH & HILYARD
356,13TH AVE HILYARD TO PATTERSON,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,13TH AVE HILYARD TO PATTERSON
357,13TH AVE JACKSON VAN BUR,5.0,14.0,15.1657508881,0.0,0.0,10.0,30.0,30.0,13TH AVE JACKSON VAN BUR
358,13TH AVE KINCAID ST 14TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH & KINCAID
359,13TH AVE KINCAID ST ALDE,2119.0,3.80320906088,8.85378389306,0.0,0.0,0.0,0.0,30.0,13TH & KINCAID
360,13TH AVE KINCAID ST KINC,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & KINCAID
361,13TH AVE KINCAID ST MOSS,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH & KINCAID
362,13TH AVE KINCAID ST PATT,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,13TH & KINCAID
363,13TH AVE KINCAID TO ALDER,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,13TH AVE KINCAID TO ALDER
364,13TH AVE LAWRENCE ST WAS,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0,13TH & LAWRENCE
365,13TH AVE LINCOLN ST LAWR,6.0,4.0,9.79795897113,0.0,0.0,0.0,0.0,24.0,13TH & LINCOLN
366,13TH AVE MILL ST HIGH ST,4.0,12.0,13.8564064606,0.0,0.0,12.0,24.0,24.0,13TH & MILL
367,13TH AVE MOSS ST ADAMS S,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0,13TH & MOSS
368,13TH AVE MOSS ST AGATE S,477.0,3.11949685535,8.00396286817,0.0,0.0,0.0,0.0,24.0,13TH & MOSS
369,13TH AVE MOSS ST COLUMBI,58.0,5.1724137931,9.82681246357,0.0,0.0,0.0,0.0,24.0,13TH & MOSS
370,13TH AVE MOSS TO AGATE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH AVE MOSS TO AGATE
371,13TH AVE OAK ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & OAK
372,13TH AVE OAK ST PEARL ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & OAK
373,13TH AVE OAK ST WILLAMET,15.0,6.4,10.9857049972,0.0,0.0,0.0,12.0,24.0,13TH & OAK
374,13TH AVE OAK ST WLM,5.0,14.4,13.1453413801,0.0,0.0,24.0,24.0,24.0,13TH & OAK
375,13TH AVE PATTERSON ST FE,57.0,5.47368421053,10.1596281976,0.0,0.0,0.0,0.0,24.0,13TH & PATTERSON
376,13TH AVE PEARL ST HIGH S,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & PEARL
377,13TH AVE PEARL ST OAK ST,30.0,4.0,9.09717652295,0.0,0.0,0.0,0.0,24.0,13TH & PEARL
378,13TH AVE VILLARD ST MOSS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13TH & VILLARD
379,13TH AVE- AGATE TO MOSS,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH AVE- AGATE TO MOSS
380,13TH AVE. - ALDER TO KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH AVE. - ALDER TO KINCAID
381,13TH TO 12TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH TO 12TH
382,13TH- MOSS TO AGATE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH- MOSS TO AGATE
383,140 LEA,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,140 LEA
384,1400 BLK UNIVERSITY STREET,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1400 BLK UNIVERSITY STREET
385,1400 BLOCKDOLA,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,1400 BLOCKDOLA
386,1400 BLOCKGREEN ACRES,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,1400 BLOCKGREEN ACRES
387,1400 BLOCKGREEN ACRES RD,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1400 BLOCKGREEN ACRES RD
388,1400 BLOCKQUEENS WAY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1400 BLOCKQUEENS WAY
389,1400 BLOCKW.12TH,3.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,1400 BLOCKW.12TH
390,1400 W 8TH N/SIDE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1400 W 8TH N/SIDE
391,1407CROSS,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1407CROSS
392,140LEA,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,140LEA
393,"141 WALLACE, 100 BLOCK",1.0,180.0,,180.0,180.0,180.0,180.0,180.0,"141 WALLACE, 100 BLOCK"
394,1410 E 20TH AVE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1410 E 20TH AVE
395,1415AMBERLAND,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1415AMBERLAND
396,1418 LAWERANCE,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1418 LAWERANCE
397,1419ESCALANTE,2.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,1419ESCALANTE
398,1420VILLARD ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1420VILLARD ST
399,1424WASHINGTON ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1424WASHINGTON ST
400,1425W.8TH,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0,1425W.8TH
401,1438W.4TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1438W.4TH
402,1440W.8TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1440W.8TH
403,1444QUEENS WAY,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1444QUEENS WAY
404,1445 W 11TH AVE,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1445 W 11TH AVE
405,1445W.11TH,1.0,180.0,,180.0,180.0,180.0,180.0,180.0,1445W.11TH
406,1445W.12TH,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1445W.12TH
407,1447LINCOLN ST,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1447LINCOLN ST
408,1448 EAST 23RD AVENUE,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,1448 EAST 23RD AVENUE
409,1452W.11TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1452W.11TH
410,1455 LONG ISLAND,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1455 LONG ISLAND
411,1455 NORKENZIE ROAD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1455 NORKENZIE ROAD
412,1456 E.19TH ALLEY,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1456 E.19TH ALLEY
413,1456CITY VIEW,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1456CITY VIEW
414,1458E.22ND,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1458E.22ND
415,1470 LAWENCE ST.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470 LAWENCE ST.
416,1470LAWRENCE ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1470LAWRENCE ST
417,1471MILL ST,1.0,15.0,,15.0,15.0,15.0,15.0,15.0,1471MILL ST
418,1473W.12TH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1473W.12TH
419,1475 BAILEY HILL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1475 BAILEY HILL
420,1475 BAILEY HILL #102,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1475 BAILEY HILL #102
421,1475W.13TH,3.0,136.666666667,75.0555349947,50.0,115.0,180.0,180.0,180.0,1475W.13TH
422,1489 CAL YOUNG ROAD,1.0,50.0,,50.0,50.0,50.0,50.0,50.0,1489 CAL YOUNG ROAD
423,1490HIONDA,2.0,130.0,70.7106781187,80.0,105.0,130.0,155.0,180.0,1490HIONDA
424,1499VILLARD ST,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499VILLARD ST
425,14TH - ALDER TO KINCAID,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH - ALDER TO KINCAID
426,14TH - KINCAID TO ALDER,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14TH - KINCAID TO ALDER
427,14TH - PATTERSON TO HILYARD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH - PATTERSON TO HILYARD
428,14TH AVE - KINCAID AND ALDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH AVE - KINCAID AND ALDER
429,14TH AVE - KINCAID TO ALDER,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14TH AVE - KINCAID TO ALDER
430,14TH AVE -PATTERSON-HILYARD,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH AVE -PATTERSON-HILYARD
431,14TH AVE 13TH AVE 14TH A,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,13TH & 14TH
432,14TH AVE 450,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH AVE 450
433,14TH AVE 573,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,14TH AVE 573
434,14TH AVE @ ALDER,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14TH AVE @ ALDER
435,14TH AVE @ PEARL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH AVE @ PEARL
436,14TH AVE ALDER ST HILYAR,145.0,1.59310344828,6.04209372252,0.0,0.0,0.0,0.0,30.0,14TH & ALDER
437,14TH AVE ALDER ST KINCAI,374.0,2.3422459893,7.00903142264,0.0,0.0,0.0,0.0,30.0,14TH & ALDER
438,14TH AVE BETWEEN KINCAID AND ALDER,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH AVE BETWEEN KINCAID AND ALDER
439,14TH AVE BETWEEN PEARL ST AND OAK ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH & PEARL
440,14TH AVE CHARNELTON ST O,32.0,5.25,10.0803225755,0.0,0.0,0.0,0.0,24.0,14TH & CHARNELTON
441,14TH AVE E PATTERSON ST,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH & PATTERSON
442,14TH AVE FERRY ST HIGH S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14TH & FERRY
443,14TH AVE FERRY ST HILYAR,5.0,14.4,13.1453413801,0.0,0.0,24.0,24.0,24.0,14TH & FERRY
444,14TH AVE FERRY ST MILL S,54.0,1.77777777778,6.34441268575,0.0,0.0,0.0,0.0,24.0,14TH & FERRY
445,14TH AVE FERRY ST PATTER,138.0,2.95652173913,7.78250852285,0.0,0.0,0.0,0.0,24.0,14TH & FERRY
446,14TH AVE HIGH ST FERRY S,1.0,24.0,,24.0,24.0,24.0,24.0,24.0,14TH & HIGH
447,14TH AVE HIGH ST MILL ST,51.0,3.82352941176,8.55033539074,0.0,0.0,0.0,0.0,24.0,14TH & HIGH
448,14TH AVE HIGH ST PATTERS,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,14TH & HIGH
449,14TH AVE HIGH ST PEARL S,89.0,3.43820224719,8.47986258489,0.0,0.0,0.0,0.0,30.0,14TH & HIGH
450,14TH AVE HILYARD ST ALDE,58.0,2.58620689655,8.49361882819,0.0,0.0,0.0,0.0,30.0,14TH & HILYARD
451,14TH AVE HILYARD ST FERR,1.0,15.0,,15.0,15.0,15.0,15.0,15.0,14TH & HILYARD
452,14TH AVE HILYARD ST PATT,120.0,3.45,8.89136111746,0.0,0.0,0.0,0.0,30.0,14TH & HILYARD
453,14TH AVE KINCAID ST ALDE,452.0,3.33849557522,8.24341572599,0.0,0.0,0.0,0.0,30.0,14TH & KINCAID
454,14TH AVE LINCOLN ALLEY L,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14TH AVE LINCOLN ALLEY L
455,14TH AVE LINCOLN ST LINC,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14TH & LINCOLN
456,14TH AVE MILL ST FERRY S,69.0,3.30434782609,8.20205201697,0.0,0.0,0.0,0.0,24.0,14TH & MILL
457,14TH AVE MILL ST HIGH ST,45.0,2.13333333333,6.90717676834,0.0,0.0,0.0,0.0,24.0,14TH & MILL
458,14TH AVE MOSS ST FERRY S,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14TH & MOSS
459,14TH AVE OAK ST PEARL ST,35.0,5.48571428571,9.80207489611,0.0,0.0,0.0,6.0,24.0,14TH & OAK
460,14TH AVE OAK ST WILLAMET,18.0,1.66666666667,7.07106781187,0.0,0.0,0.0,0.0,30.0,14TH & OAK
461,14TH AVE OAK ST WLM,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14TH & OAK
462,14TH AVE OLIVE ST CHARNE,1.0,30.0,,30.0,30.0,30.0,30.0,30.0,14TH & OLIVE
463,14TH AVE PATTERSON ST AL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,14TH & PATTERSON
